*******************************************************************************************
SetName: Zpquad_ATLASDY2D8TEV
Author: Luca Mantani (luca.mantani@maths.cam.ac.uk)
Date: 2022
CodesUsed: Mathematica
PDFset: NNPDF40_nnlo_as_0118
Operator: linear
Coefficient: 1
Notes: The coefficient corresponds to g^2/M^2 of the Zp model.
********************************************************************************************
1.00187e+00 0.0
1.00187e+00 0.0
1.00188e+00 0.0
1.00188e+00 0.0
1.00189e+00 0.0
1.00189e+00 0.0
1.00190e+00 0.0
1.00191e+00 0.0
1.00192e+00 0.0
1.00193e+00 0.0
1.00194e+00 0.0
1.00195e+00 0.0
1.00978e+00 0.0
1.00979e+00 0.0
1.00981e+00 0.0
1.00984e+00 0.0
1.00988e+00 0.0
1.00993e+00 0.0
1.00999e+00 0.0
1.01006e+00 0.0
1.01012e+00 0.0
1.01018e+00 0.0
1.01023e+00 0.0
1.01025e+00 0.0
1.05387e+00 0.0
1.05397e+00 0.0
1.05415e+00 0.0
1.05442e+00 0.0
1.05476e+00 0.0
1.05514e+00 0.0
1.05553e+00 0.0
1.05585e+00 0.0
1.05604e+00 0.0
1.05601e+00 0.0
1.05567e+00 0.0
1.05483e+00 0.0
1.39776e+00 0.0
1.40166e+00 0.0
1.40643e+00 0.0
1.40639e+00 0.0
1.39404e+00 0.0
1.35816e+00 0.0
7.75754e+00 0.0
7.53112e+00 0.0
6.80766e+00 0.0
5.48299e+00 0.0
4.17622e+00 0.0
3.33042e+00 0.0
