*******************************************************************************************
SetName: Zplin_CMSDY2D11
Author: Luca Mantani (luca.mantani@maths.cam.ac.uk)
Date: 2022
CodesUsed: Mathematica
PDFset: NNPDF40_nnlo_as_0118
Operator: linear
Coefficient: 1
Notes: The coefficient corresponds to g^2/M^2 of the Zp model.
********************************************************************************************
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
9.45241e-01 0.0
9.45206e-01 0.0
9.45135e-01 0.0
9.45029e-01 0.0
9.44886e-01 0.0
9.44707e-01 0.0
9.44491e-01 0.0
9.44237e-01 0.0
9.43945e-01 0.0
9.43617e-01 0.0
9.43251e-01 0.0
9.42851e-01 0.0
9.42419e-01 0.0
9.41958e-01 0.0
9.41474e-01 0.0
9.40974e-01 0.0
9.40466e-01 0.0
9.39960e-01 0.0
9.39467e-01 0.0
9.39000e-01 0.0
9.38570e-01 0.0
9.38192e-01 0.0
9.37881e-01 0.0
9.37655e-01 0.0
5.53704e-01 0.0
5.52100e-01 0.0
5.49873e-01 0.0
5.48867e-01 0.0
5.51320e-01 0.0
5.58940e-01 0.0
5.72150e-01 0.0
5.90016e-01 0.0
6.11096e-01 0.0
6.34097e-01 0.0
6.57926e-01 0.0
6.81702e-01 0.0
