*******************************************************************************************
SetName: Zpquad_CMSDY1D12
Author: Luca Mantani (luca.mantani@maths.cam.ac.uk)
Date: 2022
CodesUsed: Mathematica
PDFset: NNPDF40_nnlo_as_0118
Operator: linear
Coefficient: 1
Notes: The coefficient corresponds to g^2/M^2 of the Zp model.
********************************************************************************************
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.00132e+00 0.0
1.00186e+00 0.0
1.00268e+00 0.0
1.00389e+00 0.0
1.00566e+00 0.0
1.00821e+00 0.0
1.01218e+00 0.0
1.01834e+00 0.0
1.02828e+00 0.0
1.04529e+00 0.0
1.07484e+00 0.0
1.13856e+00 0.0
1.28527e+00 0.0
1.56581e+00 0.0
2.04957e+00 0.0
2.99153e+00 0.0
7.70475e+00 0.0
4.49389e+01 0.0
1.87770e+02 0.0
