*******************************************************************************************
SetName: Zpquad_CMS_HMDY_13TEV
Author: Luca Mantani (luca.mantani@maths.cam.ac.uk)
Date: 2022
CodesUsed: Mathematica
PDFset: NNPDF40_nnlo_as_0118
Operator: linear
Coefficient: 1
Notes: The coefficient corresponds to g^2/M^2 of the Zp model.
********************************************************************************************
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.00131e+00 0.0
1.00185e+00 0.0
1.00266e+00 0.0
1.00387e+00 0.0
1.00562e+00 0.0
1.00816e+00 0.0
1.01210e+00 0.0
1.01821e+00 0.0
1.02808e+00 0.0
1.04496e+00 0.0
1.07430e+00 0.0
1.13764e+00 0.0
1.28353e+00 0.0
1.56232e+00 0.0
2.04369e+00 0.0
2.98275e+00 0.0
4.80800e+00 0.0
8.36489e+00 0.0
1.61372e+01 0.0
4.66848e+01 0.0
2.98626e+02 0.0
